epoch,train_loss,eval_loss,eval_top1,eval_top5
0,3.446542135477066,1.5842997169494628,34.8,100.0
1,1.4060771125555038,0.8244902556687593,66.5,100.0
2,1.156153907328844,1.094610728174448,55.05,100.0
3,1.0052906261384487,0.5335149847618305,71.85,100.0
4,0.8973130474984646,0.8622112461328506,57.0,100.0
5,0.8541346862912178,0.5619526906614773,74.35,100.0
6,0.8133584455400705,0.47651615679134557,72.0,100.0
7,0.7255163338035345,0.5998304023211148,68.75,100.0
8,0.7578203507512807,0.5502318712465367,74.35,100.0
9,0.680448599755764,0.7459385064328089,64.4,100.0
10,0.7323169483989477,0.3774887401955202,82.2,100.0
11,0.691281498670578,0.41614045298844576,80.4,100.0
12,0.7080796167999506,0.3848220631717995,82.15,100.0
13,0.6488940519280731,0.47724929761188106,76.2,100.0
14,0.6443019955605268,0.46639768535492476,80.3,100.0
15,0.6142309428378939,0.3845521156822797,86.75,100.0
16,0.628959609940648,0.55331130114384,78.5,100.0
17,0.6208192147687077,0.3286635360363871,86.2,100.0
18,0.5780531294271349,0.3804429441904649,83.05,100.0
19,0.5600054997205735,0.2933021757570095,89.95,100.0
20,0.5892585910111666,0.5399299067808315,79.35,100.0
21,0.5685688914358615,0.22366323201102203,91.5,100.0
22,0.5292164423689246,0.23241953218576963,91.8,100.0
23,0.5003933055605739,0.21319490661852614,91.8,100.0
24,0.5234606830775738,0.24738473577855621,89.95,100.0
25,0.4782393172942102,0.34608540597045795,86.55,100.0
26,0.47674511492252347,0.18752365085505882,92.7,100.0
27,0.47285830982029436,0.2711708146235318,89.25,100.0
28,0.5373186724819243,0.24303562628850342,89.5,100.0
29,0.4748384110443294,0.24080622836761176,90.85,100.0
30,0.4747239516675472,0.1711916854097508,93.25,100.0
31,0.4802150423824787,0.2679704897499178,89.85,100.0
32,0.46887409523129464,0.25453899902781996,91.2,100.0
33,0.4781423311121762,0.18562425074377098,92.7,100.0
34,0.45817888552322983,0.4048273876726744,83.7,100.0
35,0.4753498636931181,0.2089867145945318,92.1,100.0
36,0.4557671755924821,0.20747597350552677,91.95,100.0
37,0.45575635285116733,0.19048066147860662,92.75,100.0
38,0.4381072869151831,0.25088969866093247,89.8,100.0
39,0.4164354463107884,0.17882414135581348,93.65,100.0
40,0.42844295436516405,0.3296728839902207,86.25,100.0
41,0.40515548157505693,0.16558788653695955,93.3,100.0
42,0.43213091759942474,0.22095696238521487,92.35,100.0
43,0.4088156571891159,0.2530698773380864,90.3,100.0
44,0.3914895622432232,0.265734637500078,90.8,100.0
45,0.4083924291282892,0.17365067913831445,93.65,100.0
46,0.39677606778219343,0.14219751296939648,95.05,100.0
47,0.3874606052879244,0.2081017296705395,93.35,100.0
48,0.4043176842154935,0.19696225929842331,92.1,100.0
49,0.409328097011894,0.13952096579247153,95.45,100.0
50,0.384124504821375,0.16039758996805176,93.65,100.0
51,0.37611074052751065,0.16726174246892334,93.15,100.0
52,0.3373545960197225,0.15198510873212945,94.2,100.0
53,0.41843300191685556,0.18840576892579702,93.2,100.0
54,0.38807150153443215,0.1646281970380769,93.6,100.0
55,0.4175077051483095,0.14873541769816073,94.55,100.0
56,0.3672465769154951,0.1631629652497504,93.85,100.0
57,0.3933672140678391,0.17112775409467987,93.2,100.0
58,0.3878561466280371,0.15207994766940827,95.15,100.0
59,0.3649172468204051,0.2488587918621488,90.9,100.0
60,0.36128831493668256,0.10456701810512459,96.1,100.0
61,0.3250583952665329,0.10116937625291757,96.25,100.0
62,0.34054428454488517,0.09497994187090081,96.05,100.0
63,0.33518753842450677,0.09509953533354565,96.45,100.0
64,0.30796219666022806,0.09465040173724992,96.3,100.0
65,0.3164606479089707,0.09320223893108778,96.4,100.0
66,0.34030591481365263,0.09526638729535625,96.5,100.0
67,0.2959022954851389,0.09139219258251251,96.45,100.0
68,0.3056825048336759,0.09252908351810765,96.4,100.0
69,0.3082599486177787,0.0914056201626081,96.35,100.0
70,0.27761010446585715,0.08489509848190938,96.45,100.0
71,0.3026616940787062,0.08830772899830482,96.55,100.0
72,0.327838689298369,0.091800243086298,96.4,100.0
73,0.301805357853882,0.0922805743289864,96.1,100.0
74,0.3089055108604953,0.0912270234102616,96.55,100.0
75,0.29456144155468794,0.0867006840086542,96.45,100.0
76,0.2909984755003825,0.0899546035125968,96.4,100.0
77,0.2927501241024584,0.08666357779185636,96.4,100.0
78,0.29630872199777514,0.08534111016383394,96.25,100.0
79,0.29522391772829,0.08622676869215502,96.4,100.0
80,0.2714921392593533,0.09131033171234594,96.1,100.0
81,0.2834181814175099,0.08184382850646216,96.8,100.0
82,0.2899712501745671,0.08302407852785837,96.7,100.0
83,0.28012438853038474,0.08361396796073678,96.45,100.0
84,0.2646705778827891,0.08268393572518835,96.65,100.0
85,0.2700388835684862,0.08185070892736257,96.5,100.0
86,0.28117486963048577,0.07616196832983406,96.6,100.0
87,0.2808805599925108,0.08210766939241149,96.85,100.0
88,0.2934192878846079,0.07958403332656598,96.7,100.0
89,0.2561481088958681,0.08357488438645669,97.1,100.0
90,0.2815738905989565,0.07661540561349829,96.75,100.0
91,0.28791139798238874,0.07482554662990151,96.85,100.0
92,0.27831162316724656,0.07727721574156021,96.8,100.0
93,0.2677996001392603,0.07505379380114027,96.7,100.0
94,0.2868845158442855,0.09216162522541708,95.9,100.0
95,0.2965441951807588,0.07298817094849801,96.95,100.0
96,0.2882674767728895,0.08719395329902181,96.75,100.0
97,0.3062483223155141,0.07663243773608337,96.8,100.0
98,0.25866644850932063,0.074065319384943,96.7,100.0
99,0.2609782107686624,0.06854723436881613,97.15,100.0
100,0.23736031917273068,0.06888149022169819,97.05,100.0
101,0.26910972138866784,0.07009099412879732,96.95,100.0
102,0.28320658387616277,0.07136170593232964,96.85,100.0
103,0.3012045464804396,0.06900986142264447,97.2,100.0
104,0.24596831015776843,0.0710511271696596,96.95,100.0
105,0.26986838300479576,0.06654647746220871,97.2,100.0
106,0.2635789251863025,0.07136798553838161,97.05,100.0
107,0.26985708814114334,0.06374959129064518,97.5,100.0
108,0.2703926316369325,0.07650456121336902,97.15,100.0
109,0.2763343047676608,0.06819342458577739,97.25,100.0
110,0.2475737742288038,0.06837923679016239,97.5,100.0
111,0.2681828003376722,0.0681627307231538,97.2,100.0
112,0.2724824941251427,0.06509653361159144,97.2,100.0
113,0.25145905002136715,0.06500113972381223,97.35,100.0
114,0.24816466763848438,0.06380512963522779,97.3,100.0
115,0.2794933550199494,0.06123225418763468,97.35,100.0
116,0.23977734724991023,0.06400527013698593,97.4,100.0
117,0.26868947270791976,0.05859193156536639,97.7,100.0
118,0.2760239731473848,0.0613159473639862,97.4,100.0
119,0.24263250948628412,0.058680601029846,97.45,100.0
120,0.22920097488560714,0.05615926858039893,97.4,100.0
121,0.2329235082678497,0.055386757709056836,97.75,100.0
122,0.2385302788950503,0.0550385501693454,97.55,100.0
123,0.2604164198588114,0.054326839322631715,97.7,100.0
124,0.25926302824169395,0.05463855578332732,97.85,100.0
125,0.2302456499938853,0.052295347113697065,97.6,100.0
126,0.258534435024485,0.05362427934617881,97.75,100.0
127,0.25392349654342977,0.05365047772311664,97.75,100.0
128,0.22294711511582135,0.05275355026993202,97.85,100.0
129,0.2467601185454987,0.05324960484606708,97.8,100.0
130,0.23018007877282798,0.05247427474612778,97.85,100.0
131,0.25209007651545107,0.055930620218772674,97.8,100.0
132,0.23781165507622062,0.052949137853007415,97.8,100.0
133,0.24714528175827583,0.05248627667954133,97.75,100.0
134,0.2585081416973844,0.05130333245086513,97.8,100.0
135,0.2718834002502263,0.052355710543830355,97.8,100.0
136,0.25275745599530636,0.05222905607504072,97.75,100.0
137,0.24691277532838285,0.051538237622880845,97.85,100.0
138,0.2471527739893645,0.05394891282323806,97.6,100.0
139,0.24141204599523916,0.05111307512710482,97.75,100.0
140,0.23890870199073105,0.05239365443418501,97.8,100.0
141,0.23444830500287936,0.05248681020022195,97.8,100.0
142,0.23321792683796957,0.05159996323305677,97.8,100.0
143,0.2608194032032043,0.0515193947423395,97.75,100.0
144,0.24850515775033272,0.05209848654798407,97.7,100.0
145,0.2250039993831888,0.0536536765978235,97.8,100.0
146,0.24789006702718325,0.052867557428995494,97.8,100.0
147,0.23437758027459496,0.05476685627627012,97.85,100.0
148,0.23909781120717524,0.052657503857728445,97.8,100.0
149,0.2467110620508902,0.051674356337462084,97.7,100.0
150,0.2352265885984525,0.05156719262762635,97.75,100.0
151,0.23398864335147665,0.051974063597401254,97.85,100.0
152,0.2295411979407072,0.0526606829790835,97.8,100.0
153,0.22603431291063317,0.05296131551178405,97.8,100.0
154,0.26049421991687266,0.052822949224719196,97.8,100.0
155,0.21387600732035936,0.0505709571470943,97.75,100.0
156,0.23677935978397727,0.05002756020581001,97.85,100.0
157,0.23021947742556223,0.05023143867390172,98.0,100.0
158,0.25541172094875947,0.04987674844595313,97.85,100.0
159,0.2524937960191164,0.050254530783335215,97.9,100.0
160,0.21074957024597096,0.050599284443422224,97.85,100.0
161,0.2546793262287974,0.050654110676448906,97.8,100.0
162,0.245981626129942,0.05121277689070848,97.8,100.0
163,0.24118556904315483,0.05100938697835954,97.9,100.0
164,0.24805299058964012,0.05178771407049498,97.8,100.0
165,0.23820237551815807,0.04923144665770815,97.85,100.0
166,0.2476367345545441,0.05157830215906142,97.8,100.0
167,0.2464641881850548,0.05162996337880031,97.85,100.0
168,0.23527212639339268,0.05020827282709069,97.8,100.0
169,0.24539692889084108,0.05236798605114018,97.8,100.0
170,0.23019625002983957,0.05071219623158686,97.85,100.0
171,0.25296920630265957,0.05002219067711849,97.85,100.0
172,0.2586044037202373,0.04968404066107905,97.95,100.0
173,0.2205194042797666,0.04854775797954062,97.9,100.0
174,0.25006717708194626,0.04833959328017954,97.9,100.0
175,0.2462525170436129,0.048365776920778446,98.05,100.0
176,0.2444125154532958,0.050342013894725826,97.85,100.0
177,0.2512626907182857,0.04939712838936976,97.9,100.0
178,0.25924465084448456,0.05022797389018524,97.95,100.0
179,0.24865663193399087,0.051263161900329576,97.9,100.0
180,0.21986003783531488,0.04978630065768812,97.95,100.0
181,0.24659288921859115,0.05077147883260477,97.9,100.0
182,0.2331279535475187,0.049953293190817934,98.0,100.0
183,0.2556633436848642,0.05404388190642931,97.8,100.0
184,0.22482014742447062,0.049190442861363405,97.9,100.0
185,0.2229580965777859,0.04983787027082871,98.0,100.0
186,0.22903848613845185,0.05108349470710528,98.05,100.0
187,0.24061533718835562,0.051612491277970546,97.9,100.0
188,0.23732103075366467,0.0517542532845473,97.9,100.0
189,0.24414019780466334,0.049867113383879766,98.0,100.0
190,0.22141501991078258,0.04991333131493593,97.95,100.0
191,0.22602394860587083,0.05042526407788682,98.0,100.0
192,0.2342568228347227,0.04974193301079504,97.85,100.0
193,0.23260684051550926,0.05052908188832225,97.95,100.0
194,0.2474817361473106,0.049858563574031,97.95,100.0
195,0.2558746169041842,0.05007128143945738,98.0,100.0
196,0.23613939836854114,0.049223363245990186,97.95,100.0
197,0.22890122240409255,0.04995624152167875,97.8,100.0
198,0.2310847171198111,0.04945962176048124,97.8,100.0
199,0.231212630039081,0.04971278226630239,97.95,100.0
